Name,Price,Location,Year,Condition,Km,Origin,Style,Manufacture,Color,Seat,Window
BMW X7 xDrive40i - 2023,5969,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
VinFast VF5 - 2024,468,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Trắng,5.0,5.0
Nissan Navara VL 2.3 AT 4WD - 2023,775,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Ford Ranger XLS 2.0L 4x2 AT - 2024,650,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Bạc,5.0,4.0
Ford Ranger Raptor 2.0L 4x4 AT - 2024,1224,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
VinFast VF7 Plus - 2024,999,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Xám,5.0,5.0
Kia Seltos Premium 1.6 AT - 2024,699,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Lexus ES 250 - 2023,2610,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Toyota Land Cruiser 3.5 V6 - 2024,4286,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Honda CRV L - 2023,1067,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Ford Ranger XLS 2.0L 4x4 AT - 2024,721,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Toyota Veloz Cross Top 1.5 CVT - 2024,665,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,7.0,5.0
Honda HRV G - 2022,659,Hà Nội,2022.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Ghi,5.0,5.0
Peugeot Traveller Premium - 2024,1579,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Đen,6.0,5.0
Toyota Raize G 1.0 CVT - 2024,498,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Toyota Corolla Cross 1.8G - 2024,755,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
Ford Ranger XLS 2.0L 4x2 AT - 2024,631,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Kia Carnival Signature 2.2D - 2024,1384,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Đỏ,7.0,5.0
Lexus LX 600 Vip - 2023,9610,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,4.0,5.0
Isuzu Dmax Type Z 1.9L 4x4 AT - 2022,740,Hà Nội,2022.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Kia Carnival Signature 3.5G - 2023,1759,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Xăng,Đen,7.0,5.0
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2024,774,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Mercedes Benz GLC 300 4Matic - 2023,2569,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Ford Ranger XLS 2.0L 4x2 AT - 2024,630,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Đen,5.0,4.0
Mazda CX 30 Luxury 2.0 AT - 2023,699,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Trắng,5.0,5.0
Honda CRV e:HEV RS - 2023,1239,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Trắng,5.0,5.0
Subaru Forester 2.0i-S EyeSight - 2023,949,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
MG ZS Standard 1.5 AT 2WD - 2024,488,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Bạc,5.0,5.0
Ford Explorer Limited 2.3L EcoBoost - 2024,1999,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đỏ,7.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1210,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Đỏ,7.0,5.0
Toyota Land Cruiser 3.5 V6 - 2024,4286,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Lexus RX 350 Premium - 2023,3430,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
Suzuki Ertiga Hybrid 1.5 MT - 2022,539,Hà Nội,2022.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Trắng,7.0,5.0
Mitsubishi Xpander Cross 1.5 AT - 2023,647,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,7.0,5.0
Mitsubishi Xpander Premium 1.5 AT - 2023,607,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Nissan Almera EL 1.0 CVT - 2023,500,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
LandRover Range Rover Autobiography LWB 3.0 I6 - 2021,11600,TP HCM,2021.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
MG ZS Standard 1.5 AT 2WD - 2024,450,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Bạc,5.0,5.0
VinFast VF9 Plus - 2023,1685,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đỏ,7.0,5.0
MG ZS Luxury 1.5 AT 2WD - 2024,505,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Ghi,5.0,5.0
Mitsubishi Triton 4x2 AT - 2023,609,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Cam,5.0,4.0
MG ZS Luxury 1.5 AT 2WD - 2022,483,Hà Nội,2022.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Đen,5.0,0.0
Hyundai Porter H150 thùng đông lạnh - 2024,565,TP HCM,2024.0,Xe mới,,Nhập khẩu,Truck,Dầu,Trắng,3.0,2.0
VinFast VF6 Plus - 2024,750,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Xanh,5.0,5.0
BMW Z4 sDrive30i M Sport - 2022,3409,Hà Nội,2022.0,Xe mới,,Nhập khẩu,Convertible/Cabriolet,Xăng,Trắng,2.0,2.0
Mercedes Benz GLS 450 4Matic - 2023,5129,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Hyundai Creta - 2024,648,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Đỏ,5.0,5.0
Mazda CX5 Premium Exclusive 2.0 AT - 2023,879,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Lexus ES 250 F Sport - 2023,2710,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Xanh,5.0,4.0
Mercedes Benz C class C200 Avantgarde Plus - 2023,1628,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Ford Ranger Raptor 2.0L 4x4 AT - 2023,1254,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Cam,5.0,4.0
Hyundai SantaFe Cao Cấp - 2024,1245,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,0.0
Hyundai Accent 1.4 AT Đặc Biệt - 2023,499,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
BMW 5 Series 520i M Sport - 2023,2339,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Hyundai Palisade Exclusive 2.2 AT - 2023,1395,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Đen,6.0,5.0
Mazda CX5 Deluxe 2.0 AT - 2023,759,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Toyota Raize G 1.0 CVT - 2024,498,TP HCM,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Hyundai Accent 1.4 AT - 2023,450,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1204,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Trắng,7.0,5.0
Lexus LX 600 vip - 2024,9600,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,4.0,5.0
MG ZS Standard 1.5 AT 2WD - 2024,450,Hà Nội,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Đỏ,5.0,5.0
Hyundai Palisade Prestige 2.2 AT HTRAC - 2024,1589,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Trắng,6.0,5.0
Volvo XC90 Ultimate B6 AWD - 2023,3609,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Mitsubishi Triton 4x2 AT Mivec - 2023,606,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Cam,5.0,4.0
Toyota Veloz Cross Top 1.5 CVT - 2024,658,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Rolls Royce Phantom EWB 6.7 V12 - 2021,63500,Hà Nội,2021.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,4.0,4.0
Mercedes Benz G class G63 AMG - 2024,11750,TP HCM,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
Lexus RX 350 Premium - 2023,3430,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2024,931,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Đỏ,5.0,5.0
Volvo XC60 Ultimate B6 AWD - 2023,2088,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Suzuki Carry Pro - 2023,318,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Truck,Xăng,Trắng,2.0,2.0
Toyota Veloz Cross 1.5 CVT - 2024,580,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,7.0,5.0
Mazda CX5 Luxury 2.0 AT - 2023,799,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Volkswagen Teramont 2.0 AT - 2023,2099,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xám,7.0,5.0
Lexus RX 350 Premium - 2023,3430,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
Kia Carnival Signature 2.2D - 2023,1389,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Trắng,7.0,5.0
Ford Territory Trend 1.5 AT - 2024,822,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Volkswagen Teramont 2.0 AT - 2023,2099,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Mazda CX5 Premium Exclusive 2.0 AT - 2024,879,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Bạc,5.0,5.0
Mazda 2 1.5 AT - 2023,420,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đỏ,5.0,4.0
Mazda 3 1.5L Deluxe - 2023,579,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Hyundai Palisade Prestige 2.2 AT HTRAC - 2024,1589,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Đỏ,6.0,5.0
Toyota Innova Cross HEV 2.0 CVT - 2024,990,TP HCM,2024.0,Xe mới,,Nhập khẩu,Crossover,Hybrid,Bạc,7.0,5.0
Lexus NX 350 F-Sport - 2023,3130,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Suzuki Swift GLX 1.2 AT - 2023,559,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Hatchback,Xăng,Đỏ,5.0,5.0
VinFast VF5 Plus - 2024,468,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Trắng,5.0,5.0
VinFast VF6 - 2024,765,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đỏ,5.0,5.0
Mazda 3 1.5L Sport Luxury - 2023,649,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
Toyota Vios E CVT - 2024,479,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Cát,5.0,4.0
Toyota Corolla Cross 1.8V - 2024,840,TP HCM,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Ford Territory Titanium X 1.5 AT - 2024,954,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Volkswagen Teramont X 2.0 AT - 2023,2168,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
Mercedes Benz Maybach GLS 600 4Matic - 2022,11590,Hà Nội,2022.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,4.0,5.0
Lexus RX 350 Premium - 2023,3430,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Ford Territory Titanium 1.5 AT - 2024,785,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Toyota Vios G 1.5 CVT - 2023,552,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Kia Carnival Signature 2.2D - 2024,1389,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Đen,7.0,5.0
Mitsubishi Xpander 1.5 AT - 2023,551,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Bạc,7.0,5.0
Toyota Raize G 1.0 CVT - 2023,498,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Vàng,5.0,5.0
Mazda cx3 Luxury 1.5 AT - 2023,589,TP HCM,2023.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Trắng,5.0,5.0
Kia Carnival Premium 2.2D 7S - 2023,1329,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Đen,7.0,5.0
Nissan Almera EL 1.0 CVT - 2023,500,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Cam,5.0,4.0
VinFast VF5 Plus - 2024,468,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đen,5.0,5.0
Suzuki Ertiga Hybrid 1.5 AT - 2023,468,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Trắng,7.0,5.0
Hyundai i10 1.2 AT - 2024,396,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
LandRover Range Rover Autobiography LWB - 2023,12599,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Vàng,4.0,4.0
Lexus ES 250 - 2023,2610,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Hyundai Creta Tiêu chuẩn 1.5 AT - 2023,602,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Lexus LX 600 Vip - 2023,10100,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,4.0,5.0
Mazda 2 Luxury - 2023,504,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đỏ,5.0,4.0
Lexus ES 250 F Sport - 2023,2710,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Vàng,5.0,4.0
Mercedes Benz C class C200 Avantgarde Plus - 2023,1628,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Ford Transit Tiêu chuẩn - 2024,759,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Nâu,16.0,4.0
Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,1388,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Dầu,Bạc,7.0,5.0
Toyota Raize G 1.0 CVT - 2024,490,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Ford Ranger XLS 2.0L 4x2 AT - 2024,620,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Đen,5.0,4.0
Nissan Navara Pro-4X 2.3 AT 4WD - 2023,800,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Rolls Royce Cullinan Black Badge - 2022,38900,Hà Nội,2022.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,4.0,5.0
Kia Carens 1.5G IVT - 2024,619,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đỏ,7.0,5.0
Toyota Vios E CVT - 2024,500,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Ford Territory Titanium X 1.5 AT - 2024,879,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
VinFast VF5 Plus - 2023,458,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Xanh,5.0,5.0
BMW 7 Series 740i Pure Excellence - 2023,5829,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1209,TP HCM,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Đen,7.0,5.0
Toyota Raize G 1.0 CVT - 2023,498,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Lexus LX 600 F-Sport - 2023,8750,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Lexus RX 350 Luxury - 2023,4330,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Toyota Vios G 1.5 CVT - 2024,592,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
VinFast VF8 Plus - 2023,999,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Trắng,5.0,5.0
Suzuki Swift GLX 1.2 AT - 2023,559,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Hatchback,Xăng,Đỏ,5.0,5.0
Mitsubishi Outlander 2.0 CVT - 2023,730,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Toyota Land Cruiser 3.5 V6 - 2024,4297,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Kia Carens 1.4T Premium - 2023,725,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đỏ,7.0,5.0
Kia Carnival Signature 3.5G - 2023,1759,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Xăng,Trắng,7.0,5.0
Toyota Veloz Cross Top 1.5 CVT - 2023,668,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Toyota Vios E CVT - 2023,508,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Cát,5.0,4.0
Toyota Land Cruiser 3.5 V6 - 2023,4286,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Hyundai Palisade Prestige 2.2 AT HTRAC - 2024,1559,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Xanh,6.0,5.0
Honda BR V G - 2023,590,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Volvo XC90 Recharge Ultimate T8 AWD - 2023,4650,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Xám,7.0,5.0
Lexus RX 350 Premium - 2023,3430,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Bạc,5.0,5.0
VinFast VF6 - 2024,675,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đỏ,5.0,0.0
Hyundai Custin Tiêu Chuẩn 1.5T - 2023,825,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Xăng,Xanh,7.0,5.0
Honda City RS 1.5 AT - 2023,559,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Subaru BRZ 2.4 AT EyeSight - 2023,1617,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Coupe,Xăng,Bạc,2.0,2.0
Volvo XC60 Ultimate B6 AWD - 2023,2088,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Vàng,5.0,5.0
Ford Transit Tiêu chuẩn - 2024,769,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Nâu,16.0,4.0
Ford Everest Titanium 2.0L 4x2 AT - 2024,1229,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Đỏ,7.0,5.0
Hyundai Palisade Prestige 2.2 AT HTRAC - 2024,1589,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Đen,6.0,5.0
Lexus RX 350 Premium - 2023,3430,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Ford Explorer Limited 2.3L EcoBoost - 2024,1999,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Subaru Forester 2.0i-S EyeSight - 2023,949,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Volkswagen Teramont 2.0 AT - 2023,2099,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,7.0,5.0
Kia Carnival Signature 3.5G - 2024,1759,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Xăng,Đỏ,7.0,5.0
Volvo S90 LWB Ultimate B6 AWD - 2023,2044,TP HCM,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Toyota Veloz Cross 1.5 CVT - 2024,628,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Toyota Corolla altis 1.8V - 2024,745,TP HCM,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2024,784,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Ford Territory Titanium X 1.5 AT - 2024,855,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2024,931,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Dầu,Trắng,5.0,5.0
Toyota Camry 2.0G - 2023,1055,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Ford Ranger Sport 2.0L 4x4 AT - 2024,864,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Lexus ES 250 - 2024,2620,TP HCM,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Toyota Camry 2.5Q - 2024,1350,TP HCM,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
VinFast VF5 Plus - 2024,468,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đen,5.0,5.0
Hyundai Accent 1.4 AT - 2024,463,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Ford Everest Titanium 2.0L 4x2 AT - 2023,1179,TP HCM,2023.0,Xe mới,,Nhập khẩu,SUV,Dầu,Cam,7.0,5.0
Haval H6 HEV - 2023,852,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Đỏ,5.0,5.0
VinFast VF5 Plus - 2024,458,Hà Nội,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Xanh,5.0,5.0
VinFast VF8 Plus - 2023,963,Hà Nội,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Bạc,5.0,5.0
BMW 4 Series 430i Gran Coupe M Sport - 2023,2605,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Coupe,Xăng,Cam,4.0,4.0
Toyota Raize G 1.0 CVT - 2024,485,TP HCM,,,,,,,,,
Ford Territory Titanium X 1.5 AT - 2024,855,Hà Nội,,,,,,,,,
Lexus RX 350 Premium - 2023,3430,Hà Nội,,,,,,,,,
Mercedes Benz GLC 300 4Matic - 2024,2799,TP HCM,,,,,,,,,
Lexus RX 500h F Sport Performance - 2024,4940,Hà Nội,2024.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Trắng,5.0,5.0
MG 5 Luxury 1.5 AT - 2023,445,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đỏ,5.0,4.0
MG 5 Standard 1.5 AT - 2023,410,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đỏ,5.0,4.0
MG ZS Luxury 1.5 AT 2WD - 2023,510,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Bạc,5.0,5.0
Toyota Veloz Cross 1.5 CVT - 2024,658,TP HCM,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Bạc,7.0,5.0
Kia Carnival Signature 2.2D - 2023,1389,TP HCM,2023.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Trắng,7.0,5.0
Lexus ES 250 F Sport - 2023,2640,Hà Nội,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Ghi,5.0,5.0
GMC Yukon - 2022,10500,Hà Nội,2022.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Lexus LX 600 Urban - 2023,8500,Hà Nội,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Ghi,7.0,5.0
